workerid,img_order,kind,selection,id,type,order,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,"[u'bad', u'good']",critical,competitor,house,looks like,11,english,2,Female,54,no,interesting! Enjoyed that.,Yes,0.85,3,Mac,1440,2560,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,337RC3OW061MRIIXYGEKUM565WVVLF,0,Submitted,Thu Nov 29 02:31:38 PST 2018,Wed Nov 28 09:47:32 PST 2018,Wed Nov 28 09:51:38 PST 2018,,,,,,[],"""target""",2.9033333333333333
0,"[u'good', u'bad']",critical,competitor,horse,looks like,12,english,2,Female,54,no,interesting! Enjoyed that.,Yes,0.85,3,Mac,1440,2560,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,337RC3OW061MRIIXYGEKUM565WVVLF,0,Submitted,Thu Nov 29 02:31:38 PST 2018,Wed Nov 28 09:47:32 PST 2018,Wed Nov 28 09:51:38 PST 2018,,,,,,[],"""target""",2.9033333333333333
0,"[u'bad', u'good']",critical,competitor,flower,looks like,13,english,2,Female,54,no,interesting! Enjoyed that.,Yes,0.85,3,Mac,1440,2560,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,337RC3OW061MRIIXYGEKUM565WVVLF,0,Submitted,Thu Nov 29 02:31:38 PST 2018,Wed Nov 28 09:47:32 PST 2018,Wed Nov 28 09:51:38 PST 2018,,,,,,[],"""target""",2.9033333333333333
0,"[u'bad', u'good']",critical,competitor,cat,looks like,14,english,2,Female,54,no,interesting! Enjoyed that.,Yes,0.85,3,Mac,1440,2560,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,337RC3OW061MRIIXYGEKUM565WVVLF,0,Submitted,Thu Nov 29 02:31:38 PST 2018,Wed Nov 28 09:47:32 PST 2018,Wed Nov 28 09:51:38 PST 2018,,,,,,[],"""target""",2.9033333333333333
0,"[u'bad', u'good']",critical,target,sailboat,looks like,15,english,2,Female,54,no,interesting! Enjoyed that.,Yes,0.85,3,Mac,1440,2560,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,337RC3OW061MRIIXYGEKUM565WVVLF,0,Submitted,Thu Nov 29 02:31:38 PST 2018,Wed Nov 28 09:47:32 PST 2018,Wed Nov 28 09:51:38 PST 2018,,,,,,[],"""target""",2.9033333333333333
0,"[u'bad', u'good']",critical,competitor,rainbow,looks like,16,english,2,Female,54,no,interesting! Enjoyed that.,Yes,0.85,3,Mac,1440,2560,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,337RC3OW061MRIIXYGEKUM565WVVLF,0,Submitted,Thu Nov 29 02:31:38 PST 2018,Wed Nov 28 09:47:32 PST 2018,Wed Nov 28 09:51:38 PST 2018,,,,,,[],"""target""",2.9033333333333333
0,"[u'bad', u'good']",critical,target,shark,looks like,17,english,2,Female,54,no,interesting! Enjoyed that.,Yes,0.85,3,Mac,1440,2560,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,337RC3OW061MRIIXYGEKUM565WVVLF,0,Submitted,Thu Nov 29 02:31:38 PST 2018,Wed Nov 28 09:47:32 PST 2018,Wed Nov 28 09:51:38 PST 2018,,,,,,[],"""target""",2.9033333333333333
0,null,control,left,control_1,left,18,english,2,Female,54,no,interesting! Enjoyed that.,Yes,0.85,3,Mac,1440,2560,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,337RC3OW061MRIIXYGEKUM565WVVLF,0,Submitted,Thu Nov 29 02:31:38 PST 2018,Wed Nov 28 09:47:32 PST 2018,Wed Nov 28 09:51:38 PST 2018,,,,,,[],"""target""",2.9033333333333333
0,"[u'good', u'bad']",critical,competitor,zebra,looks like,19,english,2,Female,54,no,interesting! Enjoyed that.,Yes,0.85,3,Mac,1440,2560,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,337RC3OW061MRIIXYGEKUM565WVVLF,0,Submitted,Thu Nov 29 02:31:38 PST 2018,Wed Nov 28 09:47:32 PST 2018,Wed Nov 28 09:51:38 PST 2018,,,,,,[],"""target""",2.9033333333333333
0,"[u'good', u'bad']",critical,target,sundial,looks like,20,english,2,Female,54,no,interesting! Enjoyed that.,Yes,0.85,3,Mac,1440,2560,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,337RC3OW061MRIIXYGEKUM565WVVLF,0,Submitted,Thu Nov 29 02:31:38 PST 2018,Wed Nov 28 09:47:32 PST 2018,Wed Nov 28 09:51:38 PST 2018,,,,,,[],"""target""",2.9033333333333333
0,"[u'good', u'bad']",critical,target,waspsnest,looks like,21,english,2,Female,54,no,interesting! Enjoyed that.,Yes,0.85,3,Mac,1440,2560,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,337RC3OW061MRIIXYGEKUM565WVVLF,0,Submitted,Thu Nov 29 02:31:38 PST 2018,Wed Nov 28 09:47:32 PST 2018,Wed Nov 28 09:51:38 PST 2018,,,,,,[],"""target""",2.9033333333333333
0,"[u'bad', u'good']",critical,competitor,spoon,looks like,22,english,2,Female,54,no,interesting! Enjoyed that.,Yes,0.85,3,Mac,1440,2560,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,337RC3OW061MRIIXYGEKUM565WVVLF,0,Submitted,Thu Nov 29 02:31:38 PST 2018,Wed Nov 28 09:47:32 PST 2018,Wed Nov 28 09:51:38 PST 2018,,,,,,[],"""target""",2.9033333333333333
0,"[u'bad', u'good']",critical,competitor,reindeer,looks like,23,english,2,Female,54,no,interesting! Enjoyed that.,Yes,0.85,3,Mac,1440,2560,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,337RC3OW061MRIIXYGEKUM565WVVLF,0,Submitted,Thu Nov 29 02:31:38 PST 2018,Wed Nov 28 09:47:32 PST 2018,Wed Nov 28 09:51:38 PST 2018,,,,,,[],"""target""",2.9033333333333333
0,"[u'bad', u'good']",critical,target,wheel,looks like,24,english,2,Female,54,no,interesting! Enjoyed that.,Yes,0.85,3,Mac,1440,2560,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,337RC3OW061MRIIXYGEKUM565WVVLF,0,Submitted,Thu Nov 29 02:31:38 PST 2018,Wed Nov 28 09:47:32 PST 2018,Wed Nov 28 09:51:38 PST 2018,,,,,,[],"""target""",2.9033333333333333
0,null,control,left,control_3,left,25,english,2,Female,54,no,interesting! Enjoyed that.,Yes,0.85,3,Mac,1440,2560,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,337RC3OW061MRIIXYGEKUM565WVVLF,0,Submitted,Thu Nov 29 02:31:38 PST 2018,Wed Nov 28 09:47:32 PST 2018,Wed Nov 28 09:51:38 PST 2018,,,,,,[],"""target""",2.9033333333333333
0,"[u'bad', u'good']",critical,target,railroad,looks like,26,english,2,Female,54,no,interesting! Enjoyed that.,Yes,0.85,3,Mac,1440,2560,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,337RC3OW061MRIIXYGEKUM565WVVLF,0,Submitted,Thu Nov 29 02:31:38 PST 2018,Wed Nov 28 09:47:32 PST 2018,Wed Nov 28 09:51:38 PST 2018,,,,,,[],"""target""",2.9033333333333333
0,"[u'bad', u'good']",critical,target,tadpole,looks like,27,english,2,Female,54,no,interesting! Enjoyed that.,Yes,0.85,3,Mac,1440,2560,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,337RC3OW061MRIIXYGEKUM565WVVLF,0,Submitted,Thu Nov 29 02:31:38 PST 2018,Wed Nov 28 09:47:32 PST 2018,Wed Nov 28 09:51:38 PST 2018,,,,,,[],"""target""",2.9033333333333333
0,"[u'bad', u'good']",critical,target,skateboard,looks like,28,english,2,Female,54,no,interesting! Enjoyed that.,Yes,0.85,3,Mac,1440,2560,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,337RC3OW061MRIIXYGEKUM565WVVLF,0,Submitted,Thu Nov 29 02:31:38 PST 2018,Wed Nov 28 09:47:32 PST 2018,Wed Nov 28 09:51:38 PST 2018,,,,,,[],"""target""",2.9033333333333333
1,"[u'bad', u'good']",critical,target,cake,looks like,1,English,2,Male,30,,,Yes,,1,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,30OG32W0SVAVD7ZWF35P7AL9AWSNE3,1,Submitted,Thu Nov 29 02:32:05 PST 2018,Wed Nov 28 09:47:34 PST 2018,Wed Nov 28 09:52:05 PST 2018,,,,,,[],"""target""",1.7656166666666666
1,null,control,left,control_1,left,2,English,2,Male,30,,,Yes,,1,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,30OG32W0SVAVD7ZWF35P7AL9AWSNE3,1,Submitted,Thu Nov 29 02:32:05 PST 2018,Wed Nov 28 09:47:34 PST 2018,Wed Nov 28 09:52:05 PST 2018,,,,,,[],"""target""",1.7656166666666666
1,"[u'bad', u'good']",critical,target,mouse,looks like,3,English,2,Male,30,,,Yes,,1,Windows,1080,1920,Chrome,33QQ60S6ASH6UN6HEVDUCXFBE4XU00,3F1QRTWYOPGKYJNR7H2JXH5ZOC6LY0,Take part in a linguistics experiment!,Click on images given things you read.,language research stanford fun cognitive science university explanations,$0.85,Wed Nov 28 09:47:27 PST 2018,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Fri Dec 28 09:47:27 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=33QQ60S6ASH6UN6HEVDUCXFBE4XU00,30OG32W0SVAVD7ZWF35P7AL9AWSNE3,1,Submitted,Thu Nov 29 02:32:05 PST 2018,Wed Nov 28 09:47:34 PST 2018,Wed Nov 28 09:52:05 PST 2018,,,,,,[],"""target""",1.7656166666666666
